========== DOORS REMOTE SPY LOG ==========
Время старта: 2026-05-17 13:20:34
Длительность: 300 секунд
Направления: C->S (клиент->сервер), S<-C (сервер->клиент), BIND (bindable)
==========================================

[13:20:34][S<-C] ReplicatedStorage.RemotesFolder.SendErrorLog | "STARTING RP ROOM "
[13:21:05][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 142 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 131 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 100 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 54 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -23 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -54 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -48 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:06][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:06][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:07][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:07][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:07][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 43 [number]
[13:21:08][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 24 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -57 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -87 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -87 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -80 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -26 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 1 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 1 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 1 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 1 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -76 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -95 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -103 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -103 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -103 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -103 [number]
[13:21:08][C->FireServer] ReplicatedStorage.RemotesFolder.Crouch | true [boolean] | nil [nil]
[13:21:08][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:09][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:21:09][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -80 [number]
[13:21:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 57 [number]
[13:21:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 147 [number]
[13:21:09][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:09][C->FireServer] ReplicatedStorage.RemotesFolder.Crouch | false [boolean] | nil [nil]
[13:21:09][S<-C] ReplicatedStorage.RemotesFolder.AchievementUnlock | "SurviveHide"
[13:21:09][S<-C] ReplicatedStorage.ReplicaRemoteEvents.Replica_ReplicaSetValue | 2 [number] | {1=Achievements, } | {1=Join, 2=SurviveHide, }
[13:21:09][BIND] Players.Ladenosaben.PlayerGui.MainUI.Event_Stress | 100 [number]
[13:21:09][BIND] ReplicatedStorage.ReplicaDataModule.AchievementsUpdated | {1=Join, 2=SurviveHide, }
[13:21:09][BIND] ReplicatedStorage.ReplicaDataModule.AchievementsUpdated | {1=Join, 2=SurviveHide, }
[13:21:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][S<-C] ReplicatedStorage.RemotesFolder.LightningStrike | 
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 178 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 209 [number]
[13:21:10][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 228 [number]
[13:21:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 228 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 228 [number]
[13:21:11][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 228 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 228 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 228 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 228 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 228 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 228 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 228 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 228 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 205 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 178 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 166 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.Crouch | false [boolean] | nil [nil]
[13:21:11][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -27 [number]
[13:21:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -47 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -74 [number]
[13:21:12][S<-C] ReplicatedStorage.RemotesFolder.ServerTeleported | Vector3(286.89, -0.42, -420.01) | Vector3(-0.48, -0.00, 0.88)
[13:21:12][S<-C] ReplicatedStorage.RemotesFolder.GetOutOfHiding | 
[13:21:12][S<-C] ReplicatedStorage.RemotesFolder.ServerTeleported | Vector3(286.89, -0.42, -420.01) | Vector3(-0.48, -0.00, 0.88)
[13:21:12][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:12][S<-C] ReplicatedStorage.RemotesFolder.ServerTeleported | Vector3(286.89, -0.42, -420.01) | Vector3(-0.48, -0.00, 0.88)
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -85 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -7 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -19 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -50 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -57 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -69 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -88 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -103 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -138 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -169 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -211 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -227 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -238 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -250 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -250 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -247 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -257 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -265 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -265 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -265 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -265 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -265 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -265 [number]
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -265 [number]
[13:21:12][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -265 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -265 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -276 [number]
[13:21:13][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -299 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -326 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -365 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -399 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -438 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -457 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -457 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -457 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -457 [number]
[13:21:13][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Quad, 3=Enum.EasingDirection.Out, 4=0, 5=false, ...} | {CFrame=292.25293, -1.40627146, -419.943909, 0, 0, 1, 0, 1, -0, -1, 0, 0, }
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -469 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -476 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -488 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -496 [number]
[13:21:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -526 [number]
[13:21:13][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:13][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Quad, 3=Enum.EasingDirection.Out, 4=0, 5=false, ...} | {CFrame=292.25293, -3.19536138, -419.943909, 0, 0, 1, 0, 1, -0, -1, 0, 0, }
[13:21:14][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:21:14][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:14][S<-C] ReplicatedStorage.RemotesFolder.GetCurrency | Vector3(293.63, -2.76, -420.39) | 10 [number] | "Gold"
[13:21:14][BIND] Players.Ladenosaben.PlayerGui.TopbarUI.Topbar.StatsTopbarHandler.StatModules.Gold.Gold | 75 [number]
[13:21:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -538 [number]
[13:21:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -538 [number]
[13:21:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -546 [number]
[13:21:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -576 [number]
[13:21:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -592 [number]
[13:21:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -600 [number]
[13:21:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -603 [number]
[13:21:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -607 [number]
[13:21:14][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Sine, 3=Enum.EasingDirection.InOut, 4=0, 5=false, ...} | {CFrame=293.652924, -1.40627146, -419.943909, 0, 0, 1, 0, 1, -0, -1, 0, 0, }
[13:21:14][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:15][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Sine, 3=Enum.EasingDirection.InOut, 4=0, 5=false, ...} | {CFrame=293.652924, -2.31253529, -419.943909, 0, 0, 1, 0, 1, -0, -1, 0, 0, }
[13:21:15][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -626 [number]
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -634 [number]
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -634 [number]
[13:21:15][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Sine, 3=Enum.EasingDirection.InOut, 4=0, 5=false, ...} | {CFrame=293.652924, -3.19536138, -419.943909, 0, 0, 1, 0, 1, -0, -1, 0, 0, }
[13:21:15][S<-C] ReplicatedStorage.RemotesFolder.GetCurrency | Vector3(292.23, -1.88, -420.39) | 10 [number] | "Gold"
[13:21:15][BIND] Players.Ladenosaben.PlayerGui.TopbarUI.Topbar.StatsTopbarHandler.StatModules.Gold.Gold | 85 [number]
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -638 [number]
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -638 [number]
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -630 [number]
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -626 [number]
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -619 [number]
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -603 [number]
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -592 [number]
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -588 [number]
[13:21:15][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -588 [number]
[13:21:15][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Quad, 3=Enum.EasingDirection.Out, 4=0, 5=false, ...} | {CFrame=292.25293, -3.19536138, -419.943909, 0, 0, 1, 0, 1, -0, -1, 0, 0, }
[13:21:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -588 [number]
[13:21:16][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:21:16][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -588 [number]
[13:21:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -588 [number]
[13:21:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -588 [number]
[13:21:16][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.6.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Quad, 3=Enum.EasingDirection.Out, 4=0, 5=false, ...} | {CFrame=292.25293, -2.31253529, -419.943909, 0, 0, 1, 0, 1, -0, -1, 0, 0, }
[13:21:16][S<-C] ReplicatedStorage.RemotesFolder.LightningStrike | 
[13:21:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -588 [number]
[13:21:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -573 [number]
[13:21:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -565 [number]
[13:21:16][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -525 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -480 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -444 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -383 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -371 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -371 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -371 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -371 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -371 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -356 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -344 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -310 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -286 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -283 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -271 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -263 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -263 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -263 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -263 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -260 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -263 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -283 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -302 [number]
[13:21:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -306 [number]
[13:21:17][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -306 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -306 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -306 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -306 [number]
[13:21:18][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -306 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -306 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -306 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -302 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -298 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -294 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -298 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -310 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -340 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -363 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -398 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -437 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -456 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -471 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -502 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -541 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -579 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -610 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -625 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -625 [number]
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -625 [number]
[13:21:18][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:21:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -625 [number]
[13:21:19][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -625 [number]
[13:21:19][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -625 [number]
